numero_exp,ordre_date,genre,decision,decision_partner,same_ethnie,match,objectif,ethnie,ethnie_partner,importance_ethnie,corr_interest,age,age_partner,attr_eval,sinc_eval,intel_eval,fun_eval,amb_eval,shar_eval,attr_by_partner,sinc_by_partner,intel_by_partner,fun_by_partner,amb_by_partner,shar_by_partner,attr_pref_1,sinc_pref_1,intel_pref_1,fun_pref_1,amb_pref_1,shar_pref_1,attr_pref_2,sinc_pref_2,intel_pref_2,fun_pref_2,amb_pref_2,shar_pref_2,attr_autoeval_1,sinc_autoeval_1,intel_autoeval_1,fun_autoeval_1,amb_autoeval_1,attr_autoeval_2,sinc_autoeval_2,intel_autoeval_2,fun_autoeval_2,amb_autoeval_2,attr_pref_partner,sinc_pref_partner,intel_pref_partner,fun_pref_partner,amb_pref_partner,shar_pref_partner,attr_croyance,sinc_croyance,intel_croyance,fun_croyance,amb_croyance,shar_croyance
4,3,Femme,Non,Non,Oui,Non,Pour dire que je l'ai fait,Européen / Caucasien-Américain,Européen / Caucasien-Américain,6,0.67,28,28,15.79,15.79,18.42,15.79,18.42,15.79,13.16,13.16,21.05,13.16,15.874,13.16,10.0,10.0,20.0,20.0,20.0,20.0,30.0,20.0,15.0,15.0,10.0,10.0,21.62,18.92,18.92,21.62,18.92,18.42,21.05,18.42,23.68,18.42,20.0,20.0,15.0,15.0,5.0,25.0,40.0,5.0,15.0,20.0,10.0,10.0
4,2,Femme,Non,Non,Non,Non,Pour dire que je l'ai fait,Européen / Caucasien-Américain,Asiatique / Pacifique / Asiatique-Américain,6,0.46,28,27,10.0,22.5,22.5,15.0,17.5,12.5,12.5,12.5,21.88,18.75,17.378,9.38,10.0,10.0,20.0,20.0,20.0,20.0,30.0,20.0,15.0,15.0,10.0,10.0,21.62,18.92,18.92,21.62,18.92,18.42,21.05,18.42,23.68,18.42,20.0,20.0,20.0,20.0,10.0,10.0,40.0,5.0,15.0,20.0,10.0,10.0
4,10,Femme,Oui,Oui,Non,Oui,Passer une soirée sympa,Autre,Asiatique / Pacifique / Asiatique-Américain,2,0.29,25,28,13.73,13.73,19.61,19.61,17.65,15.69,19.57,19.57,17.39,17.39,13.04,13.04,20.0,20.0,20.0,20.0,10.0,10.0,15.0,20.0,20.0,20.0,10.0,15.0,20.0,22.5,20.0,20.0,17.5,18.6,20.93,18.6,23.26,18.6,20.0,20.0,20.0,10.0,10.0,20.0,30.0,15.0,20.0,20.0,5.0,10.0
4,12,Femme,Non,Non,Non,Non,Passer une soirée sympa,Autre,Européen / Caucasien-Américain,2,-0.25,25,26,11.43,22.86,20.0,14.29,20.0,11.43,13.33,20.0,16.67,20.0,16.67,13.33,20.0,20.0,20.0,20.0,10.0,10.0,15.0,20.0,20.0,20.0,10.0,15.0,20.0,22.5,20.0,20.0,17.5,18.6,20.93,18.6,23.26,18.6,18.0,18.0,18.0,19.0,13.0,14.0,30.0,15.0,20.0,20.0,5.0,10.0
4,18,Femme,Non,Oui,Non,Non,Passer une soirée sympa,Autre,Latino / Hispanique-Américain,2,0.56,25,26,10.64,21.28,17.02,17.02,19.15,14.89,22.58,25.81,25.81,17.634,17.07,14.29,20.0,20.0,20.0,20.0,10.0,10.0,15.0,20.0,20.0,20.0,10.0,15.0,20.0,22.5,20.0,20.0,17.5,18.6,20.93,18.6,23.26,18.6,10.0,20.0,20.0,22.0,6.0,22.0,30.0,15.0,20.0,20.0,5.0,10.0
4,6,Femme,Non,Non,Non,Non,Passer une soirée sympa,Autre,Européen / Caucasien-Américain,2,0.1,25,29,16.0,18.0,20.0,14.0,16.0,16.0,14.29,17.14,17.14,14.29,17.14,20.0,20.0,20.0,20.0,20.0,10.0,10.0,15.0,20.0,20.0,20.0,10.0,15.0,20.0,22.5,20.0,20.0,17.5,18.6,20.93,18.6,23.26,18.6,23.8,7.0,20.0,23.0,0.0,0.0,30.0,15.0,20.0,20.0,5.0,10.0
4,15,Femme,Non,Oui,Non,Non,Passer une soirée sympa,Autre,Européen / Caucasien-Américain,2,0.2,25,39,15.56,22.22,15.56,15.56,17.78,13.33,16.148,17.908,17.672,16.67,17.07,14.29,20.0,20.0,20.0,20.0,10.0,10.0,15.0,20.0,20.0,20.0,10.0,15.0,20.0,22.5,20.0,20.0,17.5,18.6,20.93,18.6,23.26,18.6,40.0,20.0,15.0,20.0,0.0,5.0,30.0,15.0,20.0,20.0,5.0,10.0
4,3,Femme,Oui,Oui,Non,Oui,Passer une soirée sympa,Autre,Européen / Caucasien-Américain,2,0.66,25,28,14.29,14.29,17.86,17.86,17.86,17.86,14.29,19.412,25.0,14.29,10.71,7.14,20.0,20.0,20.0,20.0,10.0,10.0,15.0,20.0,20.0,20.0,10.0,15.0,20.0,22.5,20.0,20.0,17.5,18.6,20.93,18.6,23.26,18.6,30.0,30.0,20.0,10.0,10.0,0.0,30.0,15.0,20.0,20.0,5.0,10.0
4,16,Femme,Oui,Non,Oui,Non,Passer une soirée sympa,Autre,Autre,2,0.43,25,30,9.62,19.23,19.23,17.31,19.23,15.38,12.77,19.15,19.15,17.02,17.02,14.89,20.0,20.0,20.0,20.0,10.0,10.0,15.0,20.0,20.0,20.0,10.0,15.0,20.0,22.5,20.0,20.0,17.5,18.6,20.93,18.6,23.26,18.6,20.0,25.0,25.0,15.0,5.0,10.0,30.0,15.0,20.0,20.0,5.0,10.0
4,1,Femme,Non,Oui,Non,Non,Passer une soirée sympa,Autre,Asiatique / Pacifique / Asiatique-Américain,2,0.19,25,22,10.42,20.83,20.83,16.67,16.67,14.58,18.37,16.33,16.33,18.37,14.29,16.33,20.0,20.0,20.0,20.0,10.0,10.0,15.0,20.0,20.0,20.0,10.0,15.0,20.0,22.5,20.0,20.0,17.5,18.6,20.93,18.6,23.26,18.6,40.0,8.0,10.0,12.0,10.0,20.0,30.0,15.0,20.0,20.0,5.0,10.0
4,5,Femme,Non,Oui,Non,Non,Passer une soirée sympa,Autre,Européen / Caucasien-Américain,2,-0.01,25,32,9.3,23.26,20.93,13.95,18.6,13.95,14.63,12.2,19.51,21.95,19.51,12.2,20.0,20.0,20.0,20.0,10.0,10.0,15.0,20.0,20.0,20.0,10.0,15.0,20.0,22.5,20.0,20.0,17.5,18.6,20.93,18.6,23.26,18.6,30.0,10.0,30.0,20.0,10.0,0.0,30.0,15.0,20.0,20.0,5.0,10.0
4,2,Femme,Non,Non,Non,Non,Passer une soirée sympa,Autre,Européen / Caucasien-Américain,2,0.06,25,26,13.04,17.39,17.39,17.39,19.57,15.22,17.65,20.59,17.65,17.65,17.65,8.82,20.0,20.0,20.0,20.0,10.0,10.0,15.0,20.0,20.0,20.0,10.0,15.0,20.0,22.5,20.0,20.0,17.5,18.6,20.93,18.6,23.26,18.6,40.0,5.0,20.0,10.0,10.0,15.0,30.0,15.0,20.0,20.0,5.0,10.0
4,11,Femme,Non,Oui,Non,Non,Passer une soirée sympa,Autre,Européen / Caucasien-Américain,2,0.52,25,27,16.67,18.75,18.75,14.58,16.67,14.58,17.07,19.51,17.07,19.51,14.63,12.2,20.0,20.0,20.0,20.0,10.0,10.0,15.0,20.0,20.0,20.0,10.0,15.0,20.0,22.5,20.0,20.0,17.5,18.6,20.93,18.6,23.26,18.6,20.0,15.0,25.0,15.0,20.0,5.0,30.0,15.0,20.0,20.0,5.0,10.0
4,4,Femme,Non,Non,Non,Non,Passer une soirée sympa,Autre,Latino / Hispanique-Américain,2,0.04,25,22,10.42,20.83,18.75,16.67,18.75,14.58,20.69,20.326,17.24,17.24,15.43,14.29,20.0,20.0,20.0,20.0,10.0,10.0,15.0,20.0,20.0,20.0,10.0,15.0,20.0,22.5,20.0,20.0,17.5,18.6,20.93,18.6,23.26,18.6,10.0,20.0,23.2,10.0,5.0,20.0,30.0,15.0,20.0,20.0,5.0,10.0
4,13,Femme,Oui,Oui,Non,Oui,Passer une soirée sympa,Autre,Européen / Caucasien-Américain,2,0.71,25,21,13.21,18.87,16.98,18.87,15.09,16.98,17.2,17.2,17.2,17.2,15.05,16.13,20.0,20.0,20.0,20.0,10.0,10.0,15.0,20.0,20.0,20.0,10.0,15.0,20.0,22.5,20.0,20.0,17.5,18.6,20.93,18.6,23.26,18.6,19.0,24.0,21.0,23.0,5.0,8.0,30.0,15.0,20.0,20.0,5.0,10.0
4,17,Femme,Oui,Non,Non,Non,Passer une soirée sympa,Autre,Européen / Caucasien-Américain,2,0.56,25,24,12.73,18.18,18.18,18.18,14.55,18.18,17.14,20.0,17.14,20.0,14.29,11.43,20.0,20.0,20.0,20.0,10.0,10.0,15.0,20.0,20.0,20.0,10.0,15.0,20.0,22.5,20.0,20.0,17.5,18.6,20.93,18.6,23.26,18.6,10.0,20.0,22.2,20.0,0.0,15.0,30.0,15.0,20.0,20.0,5.0,10.0
4,9,Femme,Oui,Oui,Non,Oui,Passer une soirée sympa,Autre,Asiatique / Pacifique / Asiatique-Américain,2,0.66,25,25,12.0,20.0,20.0,16.0,16.0,16.0,15.56,22.22,17.78,17.78,15.56,11.11,20.0,20.0,20.0,20.0,10.0,10.0,15.0,20.0,20.0,20.0,10.0,15.0,20.0,22.5,20.0,20.0,17.5,18.6,20.93,18.6,23.26,18.6,15.0,10.0,30.0,10.0,5.0,30.0,30.0,15.0,20.0,20.0,5.0,10.0
4,8,Femme,Non,Non,Non,Non,Passer une soirée sympa,Autre,Européen / Caucasien-Américain,2,0.76,25,28,15.22,17.39,17.39,19.57,17.39,13.04,13.64,18.18,20.45,18.18,13.64,15.91,20.0,20.0,20.0,20.0,10.0,10.0,15.0,20.0,20.0,20.0,10.0,15.0,20.0,22.5,20.0,20.0,17.5,18.6,20.93,18.6,23.26,18.6,20.0,20.0,15.0,15.0,5.0,25.0,30.0,15.0,20.0,20.0,5.0,10.0
4,7,Femme,Non,Non,Non,Non,Passer une soirée sympa,Autre,Asiatique / Pacifique / Asiatique-Américain,2,0.61,25,27,12.5,20.83,18.75,16.67,16.67,14.58,17.24,20.69,17.24,17.24,17.24,10.34,20.0,20.0,20.0,20.0,10.0,10.0,15.0,20.0,20.0,20.0,10.0,15.0,20.0,22.5,20.0,20.0,17.5,18.6,20.93,18.6,23.26,18.6,20.0,20.0,20.0,20.0,10.0,10.0,30.0,15.0,20.0,20.0,5.0,10.0
4,16,Femme,Non,Oui,Non,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Asiatique / Pacifique / Asiatique-Américain,1,0.54,35,28,10.0,15.0,17.5,15.0,22.5,20.0,17.5,17.5,17.5,17.5,17.5,12.5,10.0,32.0,20.0,12.0,11.0,15.0,10.0,25.0,20.0,15.0,10.0,20.0,15.15,27.27,15.149999999999999,19.022000000000002,15.15,12.82,25.64,20.51,23.08,17.95,20.0,20.0,20.0,10.0,10.0,20.0,15.0,25.0,10.0,15.0,10.0,25.0
4,18,Femme,Non,Oui,Non,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Européen / Caucasien-Américain,1,0.03,35,26,11.9,14.29,19.05,16.67,19.05,19.05,17.5,17.5,20.0,15.0,17.5,12.5,10.0,32.0,20.0,12.0,11.0,15.0,10.0,25.0,20.0,15.0,10.0,20.0,15.15,27.27,15.149999999999999,19.022000000000002,15.15,12.82,25.64,20.51,23.08,17.95,18.0,18.0,18.0,19.0,13.0,14.0,15.0,25.0,10.0,15.0,10.0,25.0
4,6,Femme,Non,Non,Oui,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Latino / Hispanique-Américain,1,0.32,35,26,10.53,21.05,21.05,13.16,18.42,15.79,21.21,21.21,21.21,18.18,18.18,14.29,10.0,32.0,20.0,12.0,11.0,15.0,10.0,25.0,20.0,15.0,10.0,20.0,15.15,27.27,15.149999999999999,17.806,15.15,12.82,25.64,20.51,23.08,17.95,10.0,20.0,20.0,22.0,6.0,22.0,15.0,25.0,10.0,15.0,10.0,25.0
4,12,Femme,Non,Oui,Non,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Européen / Caucasien-Américain,1,0.04,35,29,19.51,14.63,17.07,17.07,17.07,14.63,18.42,15.79,18.42,15.79,21.05,10.53,10.0,32.0,20.0,12.0,11.0,15.0,10.0,25.0,20.0,15.0,10.0,20.0,15.15,27.27,15.149999999999999,20.406,15.15,12.82,25.64,20.51,23.08,17.95,25.4,7.0,20.0,23.0,0.0,0.0,15.0,25.0,10.0,15.0,10.0,25.0
4,3,Femme,Non,Oui,Non,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Européen / Caucasien-Américain,1,0.26,35,39,16.13,19.35,22.58,12.9,16.13,12.9,17.208000000000002,19.572,19.002,16.67,17.07,14.29,10.0,32.0,20.0,12.0,11.0,15.0,10.0,25.0,20.0,15.0,10.0,20.0,15.15,27.27,15.149999999999999,18.294,15.15,12.82,25.64,20.51,23.08,17.95,40.0,20.0,15.0,20.0,0.0,5.0,15.0,25.0,10.0,15.0,10.0,25.0
4,9,Femme,Oui,Oui,Non,Oui,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Européen / Caucasien-Américain,1,0.79,35,28,17.39,15.22,17.39,17.39,17.39,15.22,12.77,14.89,17.02,17.02,19.15,19.15,10.0,32.0,20.0,12.0,11.0,15.0,10.0,25.0,20.0,15.0,10.0,20.0,15.15,27.27,15.149999999999999,20.562,15.15,12.82,25.64,20.51,23.08,17.95,30.0,30.0,20.0,10.0,10.0,0.0,15.0,25.0,10.0,15.0,10.0,25.0
4,4,Femme,Non,Non,Non,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Autre,1,0.58,35,30,12.9,25.81,22.58,12.9,16.13,9.68,11.36,20.45,18.18,18.18,18.18,13.64,10.0,32.0,20.0,12.0,11.0,15.0,10.0,25.0,20.0,15.0,10.0,20.0,15.15,27.27,15.149999999999999,19.158,15.15,12.82,25.64,20.51,23.08,17.95,20.0,25.0,25.0,15.0,5.0,10.0,15.0,25.0,10.0,15.0,10.0,25.0
4,7,Femme,Non,Oui,Non,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Asiatique / Pacifique / Asiatique-Américain,1,0.17,35,22,11.9,19.05,19.05,16.67,19.05,14.29,21.62,21.62,21.62,18.92,17.07,16.22,10.0,32.0,20.0,12.0,11.0,15.0,10.0,25.0,20.0,15.0,10.0,20.0,15.15,27.27,15.149999999999999,19.004,15.15,12.82,25.64,20.51,23.08,17.95,40.0,8.0,10.0,12.0,10.0,20.0,15.0,25.0,10.0,15.0,10.0,25.0
4,11,Femme,Non,Oui,Non,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Européen / Caucasien-Américain,1,-0.18,35,32,13.51,18.92,21.62,16.22,18.92,10.81,21.74,19.57,17.39,17.39,10.870000000000001,13.04,10.0,32.0,20.0,12.0,11.0,15.0,10.0,25.0,20.0,15.0,10.0,20.0,15.15,27.27,15.149999999999999,18.938000000000002,15.15,12.82,25.64,20.51,23.08,17.95,30.0,10.0,30.0,20.0,10.0,0.0,15.0,25.0,10.0,15.0,10.0,25.0
4,8,Femme,Non,Oui,Non,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Européen / Caucasien-Américain,1,0.0,35,26,14.89,17.02,17.02,17.02,17.02,17.02,16.67,16.67,16.67,16.67,16.67,16.67,10.0,32.0,20.0,12.0,11.0,15.0,10.0,25.0,20.0,15.0,10.0,20.0,15.15,27.27,15.149999999999999,19.506,15.15,12.82,25.64,20.51,23.08,17.95,40.0,5.0,20.0,10.0,10.0,15.0,15.0,25.0,10.0,15.0,10.0,25.0
4,17,Femme,Non,Oui,Non,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Européen / Caucasien-Américain,1,0.51,35,27,17.07,19.51,19.51,14.63,14.63,14.63,18.42,15.79,15.79,18.42,18.42,13.16,10.0,32.0,20.0,12.0,11.0,15.0,10.0,25.0,20.0,15.0,10.0,20.0,15.15,27.27,15.149999999999999,20.116,15.15,12.82,25.64,20.51,23.08,17.95,20.0,15.0,25.0,15.0,20.0,5.0,15.0,25.0,10.0,15.0,10.0,25.0
4,10,Femme,Non,Oui,Oui,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Latino / Hispanique-Américain,1,0.17,35,22,11.11,17.78,17.78,17.78,17.78,17.78,16.67,16.67,16.67,16.67,16.67,16.67,10.0,32.0,20.0,12.0,11.0,15.0,10.0,25.0,20.0,15.0,10.0,20.0,15.15,27.27,15.149999999999999,21.518,15.15,12.82,25.64,20.51,23.08,17.95,10.0,20.0,21.6,10.0,5.0,20.0,15.0,25.0,10.0,15.0,10.0,25.0
4,1,Femme,Oui,Oui,Non,Oui,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Européen / Caucasien-Américain,1,0.72,35,21,18.18,18.18,18.18,15.91,11.36,18.18,18.18,20.2,18.18,16.16,14.14,13.13,10.0,32.0,20.0,12.0,11.0,15.0,10.0,25.0,20.0,15.0,10.0,20.0,15.15,27.27,15.149999999999999,20.150000000000002,15.15,12.82,25.64,20.51,23.08,17.95,19.0,24.0,21.0,23.0,5.0,8.0,15.0,25.0,10.0,15.0,10.0,25.0
4,5,Femme,Non,Non,Non,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Européen / Caucasien-Américain,1,0.83,35,24,12.82,17.95,23.08,15.38,17.95,12.82,17.14,20.0,14.29,20.0,17.14,11.43,10.0,32.0,20.0,12.0,11.0,15.0,10.0,25.0,20.0,15.0,10.0,20.0,15.15,27.27,15.149999999999999,20.23,15.15,12.82,25.64,20.51,23.08,17.95,10.0,20.0,18.6,20.0,0.0,15.0,15.0,25.0,10.0,15.0,10.0,25.0
4,15,Femme,Non,Oui,Non,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Asiatique / Pacifique / Asiatique-Américain,1,0.81,35,25,9.3,18.6,18.6,20.93,13.95,18.6,15.91,22.73,18.18,15.91,15.91,11.36,10.0,32.0,20.0,12.0,11.0,15.0,10.0,25.0,20.0,15.0,10.0,20.0,15.15,27.27,15.149999999999999,20.874000000000002,15.15,12.82,25.64,20.51,23.08,17.95,15.0,10.0,30.0,10.0,5.0,30.0,15.0,25.0,10.0,15.0,10.0,25.0
4,14,Femme,Non,Non,Non,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Européen / Caucasien-Américain,1,0.62,35,28,10.81,18.92,21.62,10.81,21.62,16.22,17.5,20.0,22.5,20.0,20.0,14.29,10.0,32.0,20.0,12.0,11.0,15.0,10.0,25.0,20.0,15.0,10.0,20.0,15.15,27.27,15.149999999999999,18.59,15.15,12.82,25.64,20.51,23.08,17.95,20.0,20.0,15.0,15.0,5.0,25.0,15.0,25.0,10.0,15.0,10.0,25.0
4,13,Femme,Non,Non,Non,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Asiatique / Pacifique / Asiatique-Américain,1,0.4,35,27,9.76,19.51,14.63,19.51,17.07,19.51,8.33,19.44,16.67,19.44,13.89,22.22,10.0,32.0,20.0,12.0,11.0,15.0,10.0,25.0,20.0,15.0,10.0,20.0,15.15,27.27,15.149999999999999,21.518,15.15,12.82,25.64,20.51,23.08,17.95,20.0,20.0,20.0,20.0,10.0,10.0,15.0,25.0,10.0,15.0,10.0,25.0
4,17,Femme,Non,Non,Non,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Asiatique / Pacifique / Asiatique-Américain,1,0.65,32,28,15.225999999999999,26.32,22.034,18.006,17.418,15.79,16.67,19.44,16.67,16.67,16.67,13.89,30.0,30.0,30.0,12.0,0.0,5.0,20.0,20.0,20.0,10.0,0.0,20.0,19.44,25.0,22.22,19.44,13.89,19.44,25.0,22.22,19.44,13.89,20.0,20.0,20.0,10.0,10.0,20.0,50.0,5.0,5.0,20.0,5.0,20.0
4,1,Femme,Non,Non,Non,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Européen / Caucasien-Américain,1,-0.03,32,26,14.71,23.53,20.59,14.71,14.71,11.76,14.71,20.59,17.65,17.65,17.65,11.76,30.0,30.0,30.0,13.200000000000001,0.0,5.0,20.0,20.0,20.0,13.0,0.0,20.0,19.44,25.0,22.22,19.44,13.89,19.44,25.0,22.22,19.44,13.89,18.0,18.0,18.0,19.0,13.0,14.0,50.0,5.0,5.0,20.0,5.199999999999999,20.0
4,7,Femme,Non,Oui,Oui,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Latino / Hispanique-Américain,1,0.44,32,26,13.16,21.05,21.05,15.79,15.79,13.16,15.22,15.22,17.39,17.39,17.39,17.39,30.0,30.0,30.0,14.4,0.0,5.0,20.0,20.0,20.0,14.0,0.0,20.0,19.44,25.0,22.22,19.44,13.89,19.44,25.0,22.22,19.44,13.89,10.0,20.0,20.0,22.0,6.0,22.0,50.0,5.0,5.0,20.0,13.0,20.0
4,13,Femme,Non,Oui,Non,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Européen / Caucasien-Américain,1,0.14,32,29,12.9,19.35,22.58,12.9,22.58,9.68,17.5,17.5,17.5,17.5,15.0,15.0,30.0,30.0,30.0,15.6,0.0,5.0,20.0,20.0,20.0,13.4,0.0,20.0,19.44,25.0,22.22,19.44,13.89,19.44,25.0,22.22,19.44,13.89,23.8,7.0,20.0,23.0,0.0,0.0,50.0,5.0,5.0,20.0,8.0,20.0
4,4,Femme,Non,Oui,Non,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Européen / Caucasien-Américain,1,0.45,32,39,20.83,20.508000000000003,20.83,14.188,19.304,8.33,15.200000000000001,18.36,18.564,16.67,17.07,14.29,30.0,30.0,30.0,12.0,0.0,5.0,20.0,20.0,20.0,10.0,0.0,20.0,19.44,25.0,22.22,19.44,13.89,19.44,25.0,22.22,19.44,13.89,40.0,20.0,15.0,20.0,0.0,5.0,50.0,5.0,5.0,20.0,5.0,20.0
4,10,Femme,Oui,Non,Non,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Européen / Caucasien-Américain,1,0.67,32,28,18.92,13.51,16.22,18.92,13.51,18.92,10.53,15.79,18.42,18.42,18.42,18.42,30.0,30.0,30.0,14.6,0.0,5.0,20.0,20.0,20.0,14.0,0.0,20.0,19.44,25.0,22.22,19.44,13.89,19.44,25.0,22.22,19.44,13.89,30.0,30.0,20.0,10.0,10.0,0.0,50.0,5.0,5.0,20.0,7.0,20.0
4,5,Femme,Non,Non,Non,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Autre,1,0.62,32,30,13.66,16.67,23.33,13.33,23.33,16.67,11.9,19.05,21.43,19.05,16.67,11.9,30.0,30.0,30.0,13.2,0.0,5.0,20.0,20.0,20.0,12.0,0.0,20.0,19.44,25.0,22.22,19.44,13.89,19.44,25.0,22.22,19.44,13.89,20.0,25.0,25.0,15.0,5.0,10.0,50.0,5.0,5.0,20.0,11.0,20.0
4,8,Femme,Non,Oui,Non,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Asiatique / Pacifique / Asiatique-Américain,1,0.17,32,22,11.54,20.704,26.92,16.762,18.11,19.23,21.05,23.68,21.05,18.42,17.07,15.79,30.0,30.0,30.0,15.8,0.0,5.0,20.0,20.0,20.0,12.600000000000001,0.0,20.0,19.44,25.0,22.22,19.44,13.89,19.44,25.0,22.22,19.44,13.89,40.0,8.0,10.0,12.0,10.0,20.0,50.0,5.0,5.0,20.0,6.0,20.0
4,12,Femme,Non,Oui,Non,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Européen / Caucasien-Américain,1,0.1,32,32,14.29,17.86,21.43,10.71,16.942,10.71,23.68,21.05,18.42,13.16,13.16,10.53,30.0,30.0,30.0,12.6,0.0,5.0,20.0,20.0,20.0,12.0,0.0,20.0,19.44,25.0,22.22,19.44,13.89,19.44,25.0,22.22,19.44,13.89,30.0,10.0,30.0,20.0,10.0,0.0,50.0,5.0,5.0,20.0,6.000000000000001,20.0
4,9,Femme,Non,Non,Non,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Européen / Caucasien-Américain,1,0.1,32,26,16.67,16.67,16.67,16.67,16.67,16.67,15.22,15.22,19.57,17.39,17.39,15.22,30.0,30.0,30.0,14.6,0.0,5.0,20.0,20.0,20.0,14.0,0.0,20.0,19.44,25.0,22.22,19.44,13.89,19.44,25.0,22.22,19.44,13.89,40.0,5.0,20.0,10.0,10.0,15.0,50.0,5.0,5.0,20.0,6.999999999999999,20.0
4,18,Femme,Non,Non,Non,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Européen / Caucasien-Américain,1,0.68,32,27,24.0,22.514,20.0,20.0,20.0,8.0,17.14,17.14,17.14,17.14,17.14,14.29,30.0,30.0,30.0,13.200000000000001,0.0,5.0,20.0,20.0,20.0,14.0,0.0,20.0,19.44,25.0,22.22,19.44,13.89,19.44,25.0,22.22,19.44,13.89,20.0,15.0,25.0,15.0,20.0,5.0,50.0,5.0,5.0,20.0,11.0,20.0
4,11,Femme,Non,Oui,Oui,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Latino / Hispanique-Américain,1,-0.06,32,22,11.76,17.65,23.53,17.65,14.71,14.71,18.52,18.52,18.52,14.81,14.81,14.81,30.0,30.0,30.0,13.200000000000001,0.0,5.0,20.0,20.0,20.0,12.0,0.0,20.0,19.44,25.0,22.22,19.44,13.89,19.44,25.0,22.22,19.44,13.89,10.0,20.0,21.8,10.0,5.0,20.0,50.0,5.0,5.0,20.0,9.0,20.0
4,2,Femme,Non,Non,Non,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Européen / Caucasien-Américain,1,0.71,32,21,10.53,21.05,21.05,13.16,18.42,15.79,16.67,16.67,20.24,15.48,21.43,9.52,30.0,30.0,30.0,15.8,0.0,5.0,20.0,20.0,20.0,19.0,0.0,20.0,19.44,25.0,22.22,19.44,13.89,19.44,25.0,22.22,19.44,13.89,19.0,24.0,21.0,23.0,5.0,8.0,50.0,5.0,5.0,20.0,10.0,20.0
4,6,Femme,Oui,Oui,Non,Oui,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Européen / Caucasien-Américain,1,0.76,32,24,12.5,20.548000000000002,25.0,21.88,21.88,18.75,15.56,17.78,20.0,17.78,17.78,11.11,30.0,30.0,30.0,14.8,0.0,5.0,20.0,20.0,20.0,15.8,0.0,20.0,19.44,25.0,22.22,19.44,13.89,19.44,25.0,22.22,19.44,13.89,10.0,20.0,21.2,20.0,0.0,15.0,50.0,5.0,5.0,20.0,5.3999999999999995,20.0
4,16,Femme,Non,Oui,Non,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Asiatique / Pacifique / Asiatique-Américain,1,0.65,32,25,14.29,14.29,25.71,17.14,14.29,14.29,15.22,21.74,17.39,17.39,13.04,15.22,30.0,30.0,30.0,16.8,0.0,5.0,20.0,20.0,20.0,13.2,0.0,20.0,19.44,25.0,22.22,19.44,13.89,19.44,25.0,22.22,19.44,13.89,15.0,10.0,30.0,10.0,5.0,30.0,50.0,5.0,5.0,20.0,4.3999999999999995,20.0
4,15,Femme,Non,Non,Non,Non,Rencontrer de nouvelles personnes,Latino / Hispanique-Américain,Européen / Caucasien-Américain,1,0.61,32,28,13.33,13.33,16.67,13.33,16.060000000000002,13.33,22.86,17.14,20.0,17.14,22.86,14.29,30.0,30.0,30.0,16.8,0.0,5.0,20.0,20.0,20.0,16.6,0.0,20.0,19.44,25.0,22.22,19.44,13.89,19.44,25.0,22.22,19.44,13.89,20.0,20.0,15.0,15.0,5.0,25.0,50.0,5.0,5.0,20.0,9.0,20.0
